Zero_Crossings,Spectral_Centroid,Spectral_Rolloff,MFCC,Chroma_Frequency,LPCC,Spectral_Bandwidth,Spectral_Flux,Spectral_Contrast,Energy,Tempo,F0,Intensity,Emotion
74,0.5218288279755925,1315.822265625,"[-9.536743e-09, -3.8146972e-08, 1.5894572e-09, -1.4305114e-08, 0.0, -3.1789145e-09, -3.1789145e-09, -6.357829e-09, 3.1789145e-09, -9.536743e-09, -6.357829e-09, 0.0, 0.0, 1.2715658e-08, -1.2715658e-08, 2.5431316e-08, -6.357829e-09, 1.2715658e-08, -3.1789145e-09, 0.0]",0.5593339,0.0039108954,2486.153727335628,1.2122182,20.45048880371498,0.004905267,[80.99958882 90.49958882 99.99958882],358.559462984363,6.918707e-05,happy
0,0.30159773797945155,1448.6426751345198,"[-6.315724e-09, 2.5262896e-08, 1.2631448e-08, 3.157862e-09, -6.315724e-09, -1.2631448e-08, -1.6184043e-08, 6.315724e-09, -6.315724e-09, -7.894655e-09, 1.2631448e-08, -3.157862e-09, -1.2631448e-08, 1.2631448e-08, -4.736793e-09, -2.5262896e-08, -6.315724e-09, 1.2631448e-08, -1.2631448e-08, 0.0]",0.5391209,0.008736475,2672.6210964217526,1.3969973,20.674185898300774,0.0037459356,[73.0234375 83.5234375 94.0234375],208.77246455688726,4.0628165e-05,neutral
72,0.24450792640709063,1640.8863740808824,"[-1.5582915e-08, 0.0, 0.0, 0.0, 0.0, 6.2331655e-09, -6.2331655e-09, -3.1165828e-09, -3.1165828e-09, 0.0, 2.4932662e-08, -6.2331655e-09, 0.0, 2.4932662e-08, -9.3497485e-09, -1.2466331e-08, -1.2466331e-08, -6.2331655e-09, 6.2331655e-09, 1.5582914e-09]",0.47730875,0.007367332,2643.986478347685,1.4588777,20.502162845202857,0.004952874,[67.17357337 78.67357337 87.67357337 98.17357337],344.060935514296,6.529553e-05,surprised
94,0.33316715824542364,2296.830417798913,"[1.1846886e-08, 0.0, 1.1846886e-08, -8.885165e-09, 2.9617215e-09, 0.0, 0.0, 0.0, 1.1846886e-08, -8.885165e-09, 2.9617215e-09, 0.0, -1.1846886e-08, 8.885165e-09, 5.923443e-09, 2.9617215e-09, 0.0, 0.0, 0.0, 0.0]",0.5055959,0.011186299,2652.040274632476,1.7306849,20.30637914826798,0.004011733,[ 90.5234375 101.0234375],271.7488453286338,4.2628217e-05,fearful
21,0.36296677822272055,1094.4143535285596,"[1.4210379e-08, 2.5262896e-08, 1.4210379e-08, 1.2631448e-08, -3.9473275e-10, 6.315724e-09, 0.0, -1.2631448e-08, -1.8947173e-08, 6.315724e-09, -1.2631448e-08, 1.8947173e-08, 0.0, 0.0, 1.2631448e-08, -1.578931e-08, -9.473586e-09, 1.8947173e-08, -1.2631448e-08, 2.5262896e-08]",0.5850681,0.0037802893,2710.931684762181,1.1878066,20.096705248380296,0.0038515131,[41.9140625 59.4140625],231.43644451165724,4.703264e-05,neutral
0,0.43073975345068616,2038.8578796386719,"[8.940697e-09, 0.0, 1.1920929e-08, -5.9604646e-09, -2.0861625e-08, -5.9604646e-09, -5.9604646e-09, 0.0, -5.9604646e-09, -2.9802323e-09, 0.0, 0.0, 8.940697e-09, 1.1920929e-08, 0.0, 2.3841858e-08, 0.0, 0.0, 0.0, 1.1920929e-08]",0.45470664,0.013336408,2337.1294700248723,1.3622662,19.41450344436851,0.0068136873,[43.49977022 60.49977022],441.51812820513715,0.00013877737,angry
0,0.3253774941509304,1697.5843736341783,"[-1.3338102e-08, -2.6676204e-08, 6.669051e-09, 6.669051e-09, 1.0003577e-08, -1.3338102e-08, -1.3338102e-08, 0.0, 8.336314e-09, 6.669051e-09, 0.0, -3.3345255e-09, 0.0, 0.0, 6.669051e-09, 0.0, 1.3338102e-08, -6.669051e-09, 3.3345255e-09, 2.5008942e-09]",0.3696045,0.010400763,2073.4780821467853,1.234449,18.800192237317706,0.0025079383,[ 95.24951172 103.24951172 111.24951172],482.1672512513696,1.9641913e-05,surprised
7,0.4432134052030716,1868.583239539195,"[-1.0775981e-08, 0.0, 0.0, 5.3879905e-09, 0.0, 3.7042434e-09, -1.0775981e-08, -1.0775981e-08, 5.3879905e-09, -1.0775981e-08, -1.0775981e-08, 5.051241e-09, 2.6939952e-09, 0.0, -1.0775981e-08, -4.377742e-09, -7.0717374e-09, 1.0775981e-08, 0.0, 0.0]",0.6044417,0.0122509515,2883.915156317484,1.3619688,19.725676310899683,0.001598366,[50.06640625 65.06640625 80.06640625],322.23741047529063,1.09117e-05,disgusted
0,0.2586540105137374,2382.1572717214594,"[1.6537705e-08, 8.820109e-08, 1.1025136e-08, 0.0, 0.0, 1.44704915e-08, 0.0, 1.1025136e-08, 5.512568e-09, -1.1025136e-08, -1.1025136e-08, 0.0, 2.2050273e-08, 4.823497e-09, 0.0, 0.0, -2.2050273e-08, 0.0, 0.0, 8.268852e-09]",0.49708912,0.008919519,2520.0889969347527,1.5213473,21.566271359966592,0.013185108,[52.55145474 67.05145474 81.55145474],372.06672914332063,0.00043919636,angry
45,0.558443611970202,2078.2764549026947,"[2.8553123e-08, 1.142125e-08, 0.0, -1.142125e-08, -8.565937e-09, 1.142125e-08, 0.0, -2.8553124e-09, 3.9974374e-08, 2.28425e-08, -2.8553124e-09, 1.142125e-08, 0.0, -1.142125e-08, -1.4276561e-08, 6.245996e-10, -1.142125e-08, 2.8553124e-09, 1.0350507e-08, -2.8553124e-09]",0.5080042,0.008730191,2543.1744957662077,1.4693867,19.88532381858299,0.008675287,[ 74.17357337  85.17357337  95.17357337 106.67357337],370.5842109797066,0.000226432,angry
0,0.21775229159796733,1566.3622723509934,"[6.315724e-09, -2.5262896e-08, -9.473586e-09, 6.315724e-09, 0.0, -6.315724e-09, -3.157862e-09, -2.5262896e-08, 7.894655e-10, 0.0, 1.8947173e-08, -6.315724e-09, -1.2631448e-08, 1.2631448e-08, 0.0, 1.2631448e-08, 0.0, 0.0, 0.0, -6.315724e-09]",0.35602614,0.0063521373,1833.7861647749664,1.3587743,19.635404595988444,0.0045052795,[ 77.09960938  87.09960938  96.09960938 106.09960938],433.8051850134015,5.7315687e-05,happy
0,0.38697609398705013,892.5064086914062,"[0.0, -5.2981907e-08, 0.0, 0.0, 4.967054e-09, -6.6227384e-09, -1.3245477e-08, -6.6227384e-09, -1.3245477e-08, -1.3245477e-08, 0.0, -6.6227384e-09, -1.3245477e-08, 1.6556846e-09, -1.9868216e-08, 6.6227384e-09, 0.0, 1.1589792e-08, 1.3245477e-08, 0.0]",0.47182167,0.0050057047,2438.572790207063,1.8066308,20.39833535581642,0.0017445909,"[ 89.49954044  98.49954044 106.99954044 115.99954044 124.49954044
 132.99954044]",238.13783375508814,7.4588584e-06,happy
0,0.2818840439307869,1808.187202785326,"[-1.3327747e-08, 0.0, 0.0, 0.0, 1.1846886e-08, -1.4808608e-09, -1.1846886e-08, 0.0, 2.9617215e-09, -1.1846886e-08, -1.9251189e-08, 2.3693772e-08, 0.0, -1.1846886e-08, -2.9617215e-09, -8.885165e-09, 1.777033e-08, 5.923443e-09, -1.1846886e-08, 0.0]",0.35345614,0.009794682,1945.3353630320685,1.6018013,20.359495166324198,0.0050841607,[ 74.0234375  84.5234375  94.5234375 107.5234375],335.8013024713053,6.887079e-05,disgusted
39,0.31555007108238503,1815.4508972167969,"[-2.9802323e-09, 1.1920929e-08, 5.9604646e-09, 0.0, -1.1920929e-08, 2.9802323e-09, 5.9604646e-09, -1.1920929e-08, -5.9604646e-09, -2.9802323e-09, 8.940697e-09, -2.9802323e-09, 1.1920929e-08, 8.940697e-09, 2.9802323e-09, -5.9604646e-09, -1.1920929e-08, -5.9604646e-09, -1.1920929e-08, 5.9604646e-09]",0.49176863,0.005580653,2648.2850113587124,1.415153,21.159240763424364,0.009150641,[ 80.99958882  90.49958882  98.99958882 107.49958882 116.49958882],307.0690377581392,0.0002469747,angry
38,0.4047524813802539,1549.017702653104,"[1.24009665e-08, 1.2800998e-08, -5.6004366e-09, -8.000623e-09, 0.0, -8.0006235e-10, 3.2002494e-09, 3.2002494e-09, 3.2002494e-09, -4.800374e-09, 0.0, 6.400499e-09, 0.0, 1.2800998e-08, 6.400499e-09, -1.2800998e-08, 1.24009665e-08, 0.0, 0.0, 5.6004366e-09]",0.55003643,0.005329019,2572.346173477916,1.2953508,20.411622057448593,0.0049450775,"[137.45383523 142.45383523 147.45383523 152.95383523 158.45383523
 163.95383523]",277.7442263712016,6.691259e-05,fearful
4,0.32906274528775625,2548.992919921875,"[5.544618e-09, 0.0, 2.772309e-09, -1.1089236e-08, 0.0, -1.1089236e-08, 0.0, 1.1089236e-08, 5.544618e-09, 0.0, 0.0, 1.3861545e-09, 4.4356945e-08, 1.2995199e-08, -6.584234e-09, 0.0, 1.3861546e-08, 0.0, 1.1089236e-08, 5.544618e-09]",0.46980608,0.010689783,2628.392931870104,1.5205281,22.400264224976357,0.029369446,[69.72691761 80.72691761 91.72691761],418.37513931012944,0.0023087456,angry
87,0.382709949981363,2119.4998013771187,"[-1.6163971e-08, 2.1551962e-08, 1.0775981e-08, 1.3469976e-09, 2.1551962e-08, 1.683747e-09, -1.4143475e-08, -2.6939952e-09, 1.4816973e-08, -4.040993e-09, -1.6163971e-08, -5.3879905e-09, -1.0775981e-08, 0.0, -2.6939952e-09, 1.0102482e-08, 1.6163971e-08, 1.2122978e-08, 5.3879905e-09, 5.3879905e-09]",0.4140474,0.013645741,2177.911800142168,1.3562359,21.065083267856075,0.005980937,"[107.28515625 114.28515625 122.78515625 130.78515625 137.78515625
 145.28515625 152.28515625]",370.7022183302148,9.696917e-05,disgusted
94,0.45375325692040736,1760.1742235429447,"[2.340305e-08, 1.1701525e-08, 0.0, 0.0, 2.9253813e-09, 2.194036e-09, 0.0, 0.0, -1.1701525e-08, 1.4626906e-09, 2.9253813e-09, 1.7552289e-08, 1.1701525e-08, 2.9253813e-09, 5.8507625e-09, -2.9253813e-09, -1.1701525e-08, 1.1701525e-08, 1.1701525e-08, 0.0]",0.52333766,0.005578721,2494.8866901828023,1.426847,20.567342283343258,0.007258196,"[121.16601562 127.16601562 133.16601562 138.66601562 144.16601562
 150.16601562 156.16601562]",317.6504136901929,0.00015934906,fearful
0,0.3407468499152561,1361.6990309495193,"[2.4453188e-08, 0.0, 0.0, -6.113297e-09, 6.113297e-09, 0.0, 6.113297e-09, -1.2226594e-08, -7.641622e-09, -5.731216e-10, -6.113297e-09, -8.405784e-09, -6.113297e-09, -6.113297e-09, 0.0, 0.0, -1.5283242e-09, -6.113297e-09, -1.2226594e-08, 0.0]",0.514996,0.008073072,2513.5881865136257,1.5743363,19.92584050679903,0.0023872769,[70.22691761 81.22691761 91.72691761],294.57628037576956,1.5834668e-05,sad
71,0.3786238723209834,1024.365234375,"[0.0, 2.4770761e-08, 6.1926904e-09, -1.2385381e-08, 2.3222588e-09, -6.1926904e-09, -9.289035e-09, 1.2385381e-08, 1.5481726e-09, 0.0, 1.2385381e-08, 0.0, 1.2385381e-08, -3.0963452e-09, 2.3222588e-09, -2.4770761e-08, -6.1926904e-09, 6.1926904e-09, 0.0, 1.2385381e-08]",0.492767,0.0063180663,2670.4212951033055,1.4813098,20.918396526854163,0.0010095227,[ 80.99958882  90.49958882  99.99958882 109.49958882],375.7965189506029,2.5947618e-06,sad
28,0.32361481211621224,1480.623046875,"[1.2715658e-08, -1.2715658e-08, -6.357829e-09, -6.357829e-09, 3.1789145e-09, 0.0, 1.5894572e-09, -3.1789145e-09, 0.0, -3.1789145e-09, 3.973643e-09, -4.371007e-09, 6.357829e-09, 0.0, 0.0, -1.4305114e-08, 1.9073486e-08, 3.1789145e-09, -6.357829e-09, 1.2715658e-08]",0.47949657,0.0041792593,2373.9237850265445,1.258468,21.97825156028359,0.00972866,[48.67716734 64.17716734],319.3126275090665,0.00032408902,fearful
78,0.5151033701992347,1646.3752297794117,"[-1.5582915e-08, 0.0, -4.6748743e-09, 1.5582914e-09, 3.1165828e-09, 6.2331655e-09, -3.1165828e-09, -2.3374371e-09, 1.2466331e-08, -7.012311e-09, 0.0, 6.2331655e-09, -3.1165828e-09, -1.2466331e-08, 6.2331655e-09, 6.2331655e-09, 0.0, -1.2466331e-08, 6.2331655e-09, -6.2331655e-09]",0.5716602,0.0061896164,2746.82936432335,1.269234,20.462257643878967,0.0072428402,[80.99958882 90.49958882 99.99958882],378.2005502350206,0.00014717858,angry
0,0.37779865173081245,1488.9027501806358,"[5.512568e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.512568e-09, 1.6537705e-08, 2.2050273e-08, 0.0, 0.0, -2.2050273e-08, -1.1025136e-08, -1.1025136e-08, -5.512568e-09, -2.2050273e-08, 0.0, 5.512568e-09, 0.0]",0.5329549,0.0056366674,2673.9014653388654,1.4311775,20.928229512656703,0.0023826049,[ 95.24951172 103.24951172 111.24951172 118.74951172 126.74951172],335.0178573833973,1.545023e-05,happy
0,0.28365079644167174,1352.047452059659,"[0.0, -2.4770761e-08, 0.0, -6.1926904e-09, 0.0, 0.0, 1.2385381e-08, -6.1926904e-09, 0.0, 6.1926904e-09, -3.0963452e-09, -6.1926904e-09, 0.0, 0.0, -7.740863e-09, -1.08372085e-08, 1.2385381e-08, 6.1926904e-09, 0.0, 3.0963452e-09]",0.52889305,0.0076617724,2530.7086577965392,1.4901069,18.968462857775958,0.0020409932,[77.09960938 87.09960938 96.59960938],328.73941667694663,1.20481845e-05,angry
0,0.35107251129961126,1305.7534729408112,"[3.5525947e-09, 0.0, 1.2631448e-08, -1.2631448e-08, -6.315724e-09, 1.1052517e-08, -6.315724e-09, 0.0, -1.2631448e-08, 6.315724e-09, -5.5262586e-09, 1.4210379e-08, 2.5262896e-08, 6.315724e-09, -1.578931e-08, 0.0, 0.0, 1.2631448e-08, 0.0, -2.5262896e-08]",0.5340617,0.004526229,2585.777990500301,1.2431556,21.049076994146663,0.0062859063,[45.15127841 61.65127841],267.31025502199685,0.00013262176,sad
79,0.5172910599339179,1482.9729118603188,"[9.600748e-09, -2.5601995e-08, 0.0, -6.400499e-09, -3.2002494e-09, -3.2002494e-09, -3.2002494e-09, 7.200561e-09, -1.2800998e-08, -8.000623e-09, -3.2002494e-09, -1.6001247e-09, -4.0003117e-10, 9.600748e-09, 6.400499e-09, 6.400499e-09, -1.2800998e-08, 0.0, 3.2002494e-09, 3.2002494e-09]",0.56872004,0.0054974,2716.5961581948973,1.2780366,20.21518832546328,0.005347332,[40.38867188 58.38867188],363.70081033016106,8.133338e-05,angry
2,0.3130013755618442,1387.3341686320755,"[-5.9979515e-09, 2.3991806e-08, 2.9989757e-09, 1.1995903e-08, 1.1995903e-08, 0.0, 2.9989757e-09, 0.0, 5.9979515e-09, -5.9979515e-09, 1.499488e-08, 2.3991806e-08, 2.3991806e-08, 0.0, 0.0, 1.7993855e-08, 0.0, -2.3991806e-08, 1.1995903e-08, 1.1995903e-08]",0.52180254,0.0051714503,2556.0292006797476,1.6335628,20.560681730148072,0.0020816543,"[ 89.99954044  98.49954044 106.99954044 115.99954044 124.99954044
 134.99954044]",305.6829110328268,1.1878572e-05,disgusted
76,0.5250198349755656,1739.42138671875,"[-3.4059797e-09, 1.3623919e-08, -6.8119594e-09, 1.0217939e-08, 0.0, 0.0, -1.3623919e-08, 0.0, 0.0, -1.3623919e-08, 3.4059797e-09, 1.3623919e-08, -2.7247838e-08, -6.8119594e-09, 0.0, -1.3623919e-08, 1.3623919e-08, -4.257475e-09, -6.8119594e-09, 3.4059797e-09]",0.51386917,0.0060207783,2615.459109847424,1.388585,19.397388744885856,0.0063068517,[49.06640625 65.56640625],438.2451748626392,0.000123892,surprised
92,0.3253905323297162,996.7902688419117,"[6.2331655e-09, 1.2466331e-08, 0.0, -6.2331655e-09, -1.2466331e-08, -6.2331655e-09, 6.2331655e-09, 0.0, -6.2331655e-09, -7.791457e-10, -1.2466331e-08, -1.2466331e-08, 1.090804e-08, 3.1165828e-09, 6.2331655e-09, 0.0, 0.0, 0.0, 2.4932662e-08, 6.2331655e-09]",0.49245924,0.0031625777,2588.861986546827,1.2095163,19.64353307937179,0.0020600888,[ 84.77734375  93.77734375 102.77734375 111.77734375],399.34807504619795,1.0681121e-05,neutral
70,0.29799176893689117,701.1749267578125,"[-1.4901161e-08, 0.0, -5.2981907e-08, 6.6227384e-09, -1.3245477e-08, 0.0, -6.6227384e-09, 0.0, -6.6227384e-09, 4.967054e-09, -1.9868216e-08, 6.6227384e-09, 0.0, 0.0, 6.6227384e-09, -1.3245477e-08, 1.3245477e-08, -6.6227384e-09, 0.0, 1.3245477e-08]",0.53405416,0.004631024,2538.6098644545636,1.2955282,17.82894591767575,0.00094412215,[ 85.27734375  94.27734375 102.77734375],351.24165381411603,2.7903513e-06,surprised
2,0.386511915141676,1405.2197588990066,"[1.2631448e-08, -2.5262896e-08, -1.8947173e-08, -6.315724e-09, 0.0, 1.2631448e-08, 0.0, -6.315724e-09, 6.315724e-09, 6.315724e-09, -6.315724e-09, 1.2631448e-08, 2.5262896e-08, 1.0263052e-08, 1.2631448e-08, -9.473586e-09, 1.2631448e-08, 1.8947173e-08, 4.34206e-09, 6.315724e-09]",0.48810562,0.005213602,2645.6494116094495,1.3713393,20.754999183374135,0.0049914536,[56.8515625 70.3515625 83.8515625],243.49773724875993,7.643064e-05,sad
0,0.323163934809077,1545.22265625,"[0.0, 1.2715658e-08, 0.0, -1.5894572e-09, -1.2715658e-08, -2.78155e-09, -7.947286e-09, -9.934108e-09, 0.0, -3.1789145e-09, 7.947286e-09, -9.536743e-09, -6.357829e-09, -1.5894573e-08, 7.947286e-09, -1.2715658e-08, 1.9073486e-08, 1.9073486e-08, 3.1789145e-09, 0.0]",0.3734866,0.0078008543,2050.5563820208595,1.202994,19.854454634959087,0.0015396196,[77.09960938 87.09960938 96.59960938],429.7185211014835,6.893946e-06,neutral
93,0.2870010018703096,1235.2797397347383,"[1.1089236e-08, -1.1089236e-08, -2.772309e-09, -1.1089236e-08, -5.544618e-09, 0.0, 0.0, -5.544618e-09, 1.1089236e-08, 0.0, 1.3861545e-09, 9.010004e-09, 0.0, 0.0, -5.544618e-09, 0.0, 2.2178472e-08, -5.544618e-09, -1.1089236e-08, 1.1089236e-08]",0.5231643,0.0047027343,2571.808680276896,1.2156025,20.602024202684465,0.0054041264,"[115.88401442 121.88401442 128.38401442 134.38401442 140.38401442
 146.38401442 152.88401442]",287.59897221772366,9.621872e-05,neutral
19,0.3349863841862071,1452.4818420410156,"[-4.0978194e-09, 2.3841858e-08, 5.9604646e-09, 0.0, -8.940697e-09, -6.7055224e-09, 2.3841858e-08, -1.1920929e-08, -1.1920929e-08, -5.9604646e-09, 1.1920929e-08, 7.4505807e-10, -1.1920929e-08, 0.0, 1.1920929e-08, -8.940697e-09, -1.1920929e-08, 0.0, -4.4703485e-09, 1.1920929e-08]",0.43047366,0.0054758503,2498.2067332484653,1.4162296,22.04891030439548,0.0060595,[56.8515625 70.3515625 83.8515625],263.2631388177616,9.4336116e-05,disgusted
9,0.31216473675293704,1542.0927983180732,"[-6.074359e-09, 1.2148718e-08, 0.0, 1.2148718e-08, 3.0371794e-09, 0.0, 0.0, -9.111538e-09, 1.1389423e-08, 0.0, -1.0630128e-08, -1.2148718e-08, -1.2148718e-08, 0.0, -1.2148718e-08, 2.2778845e-09, -1.2148718e-08, -1.2148718e-08, -1.2148718e-08, 9.111538e-09]",0.545963,0.0036595475,2114.1954856858024,1.4615028,21.545680945207,0.0067867017,[73.0234375 83.5234375 94.0234375],241.84304100893422,0.000102750346,surprised
56,0.44330070199441496,1708.4577941894531,"[2.3841858e-08, 0.0, 5.9604646e-09, 0.0, 5.9604646e-09, 0.0, -5.9604646e-09, 4.4703485e-09, 0.0, 0.0, -5.9604646e-09, 2.9802323e-09, 0.0, -1.1920929e-08, 5.9604646e-09, -1.1920929e-08, 0.0, 5.9604646e-09, 8.940697e-09, -1.1920929e-08]",0.48247686,0.009059221,2558.12527210218,1.4300606,21.58908822717914,0.004771723,[61.72691761 72.72691761 84.22691761 95.22691761],341.3312724383985,6.939568e-05,disgusted
60,0.43180251987910745,1225.8884205537684,"[-2.454309e-08, 0.0, 0.0, 7.012311e-09, -3.5061556e-09, 0.0, -3.5061556e-09, -7.012311e-09, 0.0, 0.0, -1.7530778e-09, 1.4024622e-08, 3.5061556e-09, 7.012311e-09, 1.4024622e-08, 0.0, 0.0, 7.012311e-09, -3.5061556e-09, -1.4024622e-08]",0.54304165,0.0052917413,2808.7761117198975,1.1815773,19.860175701161364,0.0030123855,[52.55145474 67.05145474],373.77013709038124,2.793257e-05,fearful
54,0.3343448792358414,1915.0419616699219,"[0.0, 2.3841858e-08, 0.0, 0.0, -2.9802323e-09, 0.0, 5.9604646e-09, 0.0, 1.4901161e-08, -1.1920929e-08, 8.940697e-09, -1.0430813e-08, 0.0, 2.3841858e-08, -1.4901161e-09, 2.9802323e-09, 1.1920929e-08, -2.9802323e-09, -5.9604646e-09, 2.3841858e-08]",0.46346587,0.0106031075,2655.3775700515916,1.4594053,21.064921557333815,0.005127794,[67.17357337 78.17357337 88.67357337 99.67357337],370.9106793344346,8.506496e-05,angry
87,0.3518761548987077,1948.8225972877358,"[-1.7993855e-08, 2.3991806e-08, -2.9989757e-09, 0.0, 5.9979515e-09, -2.9989757e-09, -1.4994879e-09, 3.74872e-09, 0.0, 0.0, 2.9989757e-09, -1.1995903e-08, 0.0, 7.49744e-09, 1.1995903e-08, -1.0496415e-08, 8.996928e-09, 5.9979515e-09, 1.1995903e-08, -1.1995903e-08]",0.44250828,0.009942719,2504.5687505069895,1.4427985,20.170668100282732,0.008000701,[75.83300781 85.83300781],381.7700607525721,0.00018760674,happy
50,0.5410939663039556,1186.402587890625,"[2.7247838e-08, 1.3623919e-08, -3.4059797e-09, 0.0, -3.4059797e-09, 0.0, -1.1920929e-08, 1.3623919e-08, -1.3623919e-08, -6.8119594e-09, 0.0, -3.4059797e-09, 0.0, -1.3623919e-08, -1.3623919e-08, -5.1089697e-09, 1.3623919e-08, 2.7247838e-08, 0.0, 2.7247838e-08]",0.5852185,0.0049439953,2721.723638098667,1.1521246,20.297488656778345,0.0035229856,[48.67716734 64.17716734],391.8970604530458,3.914344e-05,happy
93,0.39718653245137275,1735.907451923077,"[1.2226594e-08, -2.4453188e-08, 6.113297e-09, 0.0, -6.113297e-09, 6.113297e-09, 0.0, 0.0, -1.5283243e-08, -1.2226594e-08, 6.113297e-09, 0.0, 0.0, 1.2226594e-08, 1.2226594e-08, -2.4453188e-08, 1.2226594e-08, 2.4453188e-08, -1.2226594e-08, 1.2226594e-08]",0.5577109,0.0041657067,2853.457702498674,1.2431796,20.51961441203026,0.005348545,[100.1328125 107.6328125 114.1328125 121.1328125 128.1328125 135.6328125],314.8393689556241,8.694565e-05,disgusted
29,0.33292657515290847,1557.3652159492924,"[2.3991806e-08, 0.0, 0.0, 2.9989757e-09, 0.0, 2.9989757e-09, -1.1995903e-08, -8.996928e-09, 1.1995903e-08, -1.4994879e-09, 0.0, -5.9979515e-09, 0.0, -1.1995903e-08, 0.0, 5.9979515e-09, 1.7993855e-08, 0.0, 0.0, 2.3991806e-08]",0.46048984,0.0057648644,2577.6073713479936,1.4669576,21.55344322086739,0.0050289705,[ 81.49958882  90.99958882 100.99958882 109.99958882 118.99958882],335.6179883038699,7.141364e-05,sad
0,0.25219807378474834,1575.5126953125,"[0.0, 0.0, -4.6748743e-09, 5.45402e-09, -6.2331655e-09, -1.090804e-08, 3.7398994e-08, -1.2466331e-08, 0.0, -6.2331655e-09, 2.8049245e-08, 1.2466331e-08, 1.2466331e-08, 0.0, -9.3497485e-09, -2.4932662e-08, -9.3497485e-09, -1.2466331e-08, -1.2466331e-08, 0.0]",0.36588973,0.009699243,1965.8575089048777,1.3189656,20.07988435679774,0.0059392764,[ 74.0234375  84.5234375  93.0234375 103.0234375],437.57914317990964,0.00010221458,surprised
95,0.44667744903812434,1605.2144243673313,"[8.776144e-09, 0.0, 8.776144e-09, 0.0, 0.0, -1.1701525e-08, -1.1701525e-08, 2.9253813e-09, 0.0, 0.0, 2.340305e-08, 1.1701525e-08, 2.9253813e-09, 1.1701525e-08, 1.1701525e-08, 0.0, 1.1701525e-08, 5.8507625e-09, -2.9253813e-09, 2.340305e-08]",0.51254445,0.0077911406,2523.917799701589,1.3151884,19.853382075365005,0.005331591,[ 95.24951172 103.24951172 110.24951172 118.24951172 126.24951172],389.6951049463608,9.015171e-05,neutral
66,0.36465149709037675,1551.6010713295118,"[-2.1161412e-08, 0.0, 0.0, 2.8215217e-09, -5.6430434e-09, -2.8215217e-09, 0.0, -7.053804e-09, -4.2322825e-09, -1.4812989e-08, -1.0580706e-09, 0.0, 5.6430434e-09, -4.2322825e-09, -5.6430434e-09, 1.1286087e-08, -8.464565e-09, 5.6430434e-09, -5.6430434e-09, -8.464565e-09]",0.48499373,0.007848234,2572.033883684174,1.405366,20.783553543317513,0.0026655176,[66.67357337 78.17357337 89.67357337],219.75272071325605,1.8333158e-05,neutral
0,0.4094948923911682,1462.2690771795383,"[1.5185897e-08, 0.0, 1.2148718e-08, 1.5185897e-09, 1.2148718e-08, 0.0, 1.2148718e-08, -1.2148718e-08, 6.074359e-09, 0.0, 2.4297435e-08, 0.0, -6.074359e-09, 3.0371794e-09, 9.111538e-09, 6.074359e-09, -6.074359e-09, 0.0, 0.0, -2.4297435e-08]",0.39592898,0.0063230456,2112.334951537304,1.297905,20.097789376270146,0.0036161423,[ 89.99954044  98.49954044 106.99954044 115.99954044],406.07239635732606,4.160126e-05,neutral
1,0.38121620149270063,1089.7673233695652,"[3.4553418e-09, -1.3821367e-08, 0.0, 0.0, 0.0, -3.4553418e-09, -5.1830127e-09, -1.3821367e-08, 1.3821367e-08, 0.0, 0.0, -6.9106836e-09, -1.3821367e-08, 0.0, 0.0, 6.9106836e-09, 2.073205e-08, 1.3821367e-08, 1.3821367e-08, 0.0]",0.5364078,0.004351919,2715.977752210684,1.1961724,20.858649974739315,0.0033827638,[66.67357337 78.17357337 90.17357337],369.50450445511854,3.308588e-05,happy
90,0.3475518023817683,1470.1107972420302,"[1.2800998e-08, 0.0, 0.0, -3.2002494e-09, 6.400499e-09, -1.2800998e-08, 6.400499e-09, 3.2002494e-09, 1.2800998e-08, -9.600748e-09, 6.400499e-09, -3.2002494e-09, -1.1200873e-08, -9.600748e-09, -1.2800998e-08, 0.0, 6.400499e-09, 0.0, -1.2800998e-08, 0.0]",0.51816857,0.0056022443,2579.6415833694373,1.354875,20.61426547421503,0.0062802904,[89.99958882 99.49958882],254.53481399267483,0.00013518443,surprised
94,0.5291784745801464,1006.4807752623175,"[0.0, -5.568901e-08, 0.0, -6.9611263e-09, 6.9611263e-09, -6.9611263e-09, 3.4805632e-09, -1.3922253e-08, -1.3922253e-08, -6.9611263e-09, 1.3922253e-08, 1.7402816e-09, -1.3922253e-08, -7.831267e-09, 0.0, 0.0, 1.3922253e-08, -5.2208446e-09, -2.7844505e-08, -1.3922253e-08]",0.6071959,0.00476349,2709.8315510878306,1.2509791,19.2243860263289,0.0017047913,[134.45383523 139.95383523 145.45383523],383.29842696527663,9.292997e-06,disgusted
0,0.3827724987335188,1836.399120494632,"[2.9253813e-09, 2.340305e-08, 0.0, 2.9253813e-09, 0.0, -8.776144e-09, 1.4626907e-08, -2.9253813e-09, 5.8507625e-09, 1.4626907e-08, -2.9253814e-08, 1.1701525e-08, -2.9253813e-09, 0.0, 1.1701525e-08, -1.1701525e-08, -5.8507625e-09, 9.873162e-09, 2.9253813e-09, 0.0]",0.38523063,0.010417164,2068.949312541281,1.332982,21.116317647230517,0.006718313,[ 95.24951172 103.24951172 110.74951172 118.24951172 125.24951172],410.3031067926477,0.00014659285,happy
